Plant,Method ,Date,Vessel,Lat,Lon,Ground,Fat,FishLength(cm),FishWeight(g)
Sea Life,1,2021-07-19,Lady Melissa,45.18,-64.52,Scots Bay,10.2,20.32,84
Sea Life,1,2021-07-19,Lady Melissa,45.18,-64.52,Scots Bay,10.2,20.32,76
Sea Life,1,2021-07-19,Lady Janice,45.17,-64.56,Scots Bay,12.2,27.94,214
Sea Life,1,2021-07-19,Lady Janice,45.17,-64.56,Scots Bay,8.6,25.4,193
Sea Life,1,2021-07-19,Lady Janice,45.17,-64.56,Scots Bay,11.2,22.89,95
Sea Life,1,2021-07-19,Lady Janice,45.17,-64.56,Scots Bay,11.2,22.86,86
Sea Life,1,2021-07-19,Lady Janice,45.17,-64.56,Scots Bay,12.8,25.4,140
Sea Life,1,2021-07-19,Lady Janice,45.17,-64.56,Scots Bay,12.8,25.4,166
Sea Life,1,2021-07-19,Brunswick Provider,,,Scots Bay,9.8,25.4,178
Sea Life,1,2021-07-19,Brunswick Provider,,,Scots Bay,7.2,27.94,193
Sea Life,1,2021-07-19,Brunswick Provider,,,Scots Bay,9.4,27.94,217
Sea Life,1,2021-07-19,Brunswick Provider,,,Scots Bay,8.6,22.86,113
Sea Life,1,2021-07-19,Brunswick Provider,,,Scots Bay,8.6,22.86,89
Sea Life,1,2021-07-20,Lady Melissa,45.17,-64.52,Scots Bay,11.6,30.48,272
Sea Life,1,2021-07-20,Lady Melissa,45.17,-64.52,Scots Bay,10.4,25.4,130
Sea Life,1,2021-07-20,Lady Melissa,45.17,-64.52,Scots Bay,10.4,25.4,123
Sea Life,1,2021-07-20,Lady Melissa,45.17,-64.52,Scots Bay,9.8,22.86,102
Sea Life,1,2021-07-20,Lady Melissa,45.17,-64.52,Scots Bay,9.8,22.86,89
Sea Life,1,2021-07-20,Lady Melissa,45.17,-64.52,Scots Bay,8.6,22.86,92
Sea Life,1,2021-07-20,Lady Melissa,45.17,-64.52,Scots Bay,8.6,22.86,98
Sea Life,1,2021-07-20,Lady Janice,45.18,-64.52,Scots Bay,10.6,27.94,185
Sea Life,1,2021-07-20,Lady Janice,45.18,-64.52,Scots Bay,11.2,27.94,222
Sea Life,1,2021-07-20,Lady Janice,45.18,-64.52,Scots Bay,10.4,25.4,164
Sea Life,1,2021-07-20,Lady Janice,45.18,-64.52,Scots Bay,9.2,22.86,85
Sea Life,1,2021-07-20,Lady Janice,45.18,-64.52,Scots Bay,9.2,22.86,86
Sea Life,1,2021-07-21,Lady Melissa,44.03,-66.39,Long Island,12,22.86,103
Sea Life,1,2021-07-21,Lady Melissa,44.03,-66.39,Long Island,12,22.86,102
Sea Life,1,2021-07-21,Lady Melissa,44.03,-66.39,Long Island,9.4,20.32,83
Sea Life,1,2021-07-21,Lady Melissa,44.03,-66.39,Long Island,9.4,20.32,88
Sea Life,1,2021-07-21,Lady Melissa,44.03,-66.39,Long Island,13.6,20.32,74
Sea Life,1,2021-07-21,Lady Melissa,44.03,-66.39,Long Island,13.6,20.32,72
Sea Life,1,2021-07-21,Lady Melissa,44.03,-66.39,Long Island,9.8,22.86,78
Sea Life,1,2021-07-21,Lady Melissa,44.03,-66.39,Long Island,9.8,22.86,74
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,10,22.86,130
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,10,22.86,140
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,9,22.86,95
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,9,22.86,92
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,11.2,22.86,91
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,11.2,22.86,80
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,12.4,20.32,79
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,12.4,20.32,80
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,13.2,30.48,283
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,9.4,27.94,200
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,16.2,22.86,101
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,16.2,22.86,96
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,4.8,22.86,107
Sea Life,1,2021-07-21,Sealife II,44.18,-64.55,Scots Bay,4.8,22.86,97
Sea Life,1,2021-07-22,Lady Janice,44.12,-66.37,Long Island,14.4,22.86,87
Sea Life,1,2021-07-22,Lady Janice,44.12,-66.37,Long Island,14.4,22.86,87
Sea Life,1,2021-07-22,Lady Janice,44.12,-66.37,Long Island,8.4,22.86,90
Sea Life,1,2021-07-22,Lady Janice,44.12,-66.37,Long Island,8.4,22.86,86
Sea Life,1,2021-07-22,Lady Janice,44.12,-66.37,Long Island,9.8,20.32,71
Sea Life,1,2021-07-22,Lady Janice,44.12,-66.37,Long Island,9.8,20.32,65
Sea Life,1,2021-07-22,Lady Janice,44.12,-66.37,Long Island,9.8,22.86,88
Sea Life,1,2021-07-22,Lady Janice,44.12,-66.37,Long Island,9.8,22.86,88
Sea Life,1,2021-07-22,Sealife II,44.05,-66.29,Long Island,10.2,20.32,57
Sea Life,1,2021-07-22,Sealife II,44.05,-66.29,Long Island,10.2,20.32,57
Sea Life,1,2021-07-22,Sealife II,44.05,-66.29,Long Island,10.2,20.32,51
Sea Life,1,2021-07-22,Sealife II,44.05,-66.29,Long Island,9,20.32,68
Sea Life,1,2021-07-22,Sealife II,44.05,-66.29,Long Island,9,20.32,58
Sea Life,1,2021-07-22,Sealife II,44.05,-66.29,Long Island,9,20.32,57
Sea Life,1,2021-07-22,Sealife II,44.05,-66.29,Long Island,12.8,20.32,59
Sea Life,1,2021-07-22,Sealife II,44.05,-66.29,Long Island,12.8,20.32,53
Sea Life,1,2021-07-22,Sealife II,44.05,-66.29,Long Island,12.8,20.32,62
Sea Life,1,2021-07-22,Sealife II,44.05,-66.29,Long Island,17.4,20.32,74
Sea Life,1,2021-07-22,Sealife II,44.05,-66.29,Long Island,17.4,20.32,68
Sea Life,1,2021-07-23,Lady Janice,44.19,-66.29,Long Island,16.2,22.86,114
Sea Life,1,2021-07-23,Lady Janice,44.19,-66.29,Long Island,16.2,22.86,113
Sea Life,1,2021-07-23,Lady Janice,44.19,-66.29,Long Island,13.6,22.86,109
Sea Life,1,2021-07-23,Lady Janice,44.19,-66.29,Long Island,13.6,22.86,101
Sea Life,1,2021-07-23,Lady Janice,44.19,-66.29,Long Island,14.4,22.86,77
Sea Life,1,2021-07-23,Lady Janice,44.19,-66.29,Long Island,14.4,22.86,87
Sea Life,1,2021-07-23,Lady Janice,44.19,-66.29,Long Island,11.6,20.32,73
Sea Life,1,2021-07-23,Lady Janice,44.19,-66.29,Long Island,11.6,20.32,76
Sea Life,1,2021-07-28,Lady Janice,44.19,-66.21,Long Island,8.8,17.78,55
Sea Life,1,2021-07-28,Lady Janice,44.19,-66.21,Long Island,8.8,17.78,46
Sea Life,1,2021-07-28,Lady Janice,44.19,-66.21,Long Island,8.8,17.78,47
Sea Life,1,2021-07-28,Lady Janice,44.19,-66.21,Long Island,8,17.78,54
Sea Life,1,2021-07-28,Lady Janice,44.19,-66.21,Long Island,8,17.78,60
Sea Life,1,2021-07-28,Lady Janice,44.19,-66.21,Long Island,8,17.78,63
Sea Life,1,2021-07-28,Lady Janice,44.19,-66.21,Long Island,9,17.78,49
Sea Life,1,2021-07-28,Lady Janice,44.19,-66.21,Long Island,9,17.78,50
Sea Life,1,2021-07-28,Lady Janice,44.19,-66.21,Long Island,9,17.78,47
Sea Life,1,2021-07-28,Lady Janice,44.19,-66.21,Long Island,9.6,17.78,57
Sea Life,1,2021-07-28,Lady Janice,44.19,-66.21,Long Island,9.6,17.78,59
Sea Life,1,2021-07-28,Lady Janice,44.19,-66.21,Long Island,9.6,17.78,55
Sea Life,1,2021-07-29,Lady Janice,43.55,-66.28,Lurcher,12,20.32,72
Sea Life,1,2021-07-29,Lady Janice,43.55,-66.28,Lurcher,12,20.32,67
Sea Life,1,2021-07-29,Lady Janice,43.55,-66.28,Lurcher,12,20.32,75
Sea Life,1,2021-07-29,Lady Janice,43.55,-66.28,Lurcher,9.8,17.78,52
Sea Life,1,2021-07-29,Lady Janice,43.55,-66.28,Lurcher,9.8,17.78,60
Sea Life,1,2021-07-29,Lady Janice,43.55,-66.28,Lurcher,9.8,17.78,62
Sea Life,1,2021-07-29,Lady Janice,43.55,-66.28,Lurcher,9.2,17.78,55
Sea Life,1,2021-07-29,Lady Janice,43.55,-66.28,Lurcher,9.2,17.78,52
Sea Life,1,2021-07-29,Lady Janice,43.55,-66.28,Lurcher,9.2,17.78,56
Sea Life,1,2021-07-29,Lady Janice,43.55,-66.28,Lurcher,12.2,17.78,55
Sea Life,1,2021-07-29,Lady Janice,43.55,-66.28,Lurcher,12.2,17.78,51
Sea Life,1,2021-07-29,Lady Janice,43.55,-66.28,Lurcher,12.2,17.78,53
Sea Life,1,2021-07-30,Lady Janice,43.53,-66.29,Lurcher,9.2,17.78,54
Sea Life,1,2021-07-30,Lady Janice,43.53,-66.29,Lurcher,9.2,17.78,49
Sea Life,1,2021-07-30,Lady Janice,43.53,-66.29,Lurcher,9.2,17.78,56
Sea Life,1,2021-07-30,Lady Janice,43.53,-66.29,Lurcher,7.6,22.86,88
Sea Life,1,2021-07-30,Lady Janice,43.53,-66.29,Lurcher,7.6,22.86,76
Sea Life,1,2021-07-30,Lady Janice,43.53,-66.29,Lurcher,8.4,20.32,61
Sea Life,1,2021-07-30,Lady Janice,43.53,-66.29,Lurcher,8.4,20.32,60
Sea Life,1,2021-07-30,Lady Janice,43.53,-66.29,Lurcher,8.4,20.32,62
Sea Life,1,2021-07-30,Lady Janice,43.53,-66.29,Lurcher,11.4,20.32,62
Sea Life,1,2021-07-30,Lady Janice,43.53,-66.29,Lurcher,11.4,20.32,59
Sea Life,1,2021-07-30,Lady Janice,43.53,-66.29,Lurcher,11.4,20.32,57
Sea Life,1,2021-08-02,Brunswick Provider,45.06,-65.45,Scots Bay,15,27.94,228
Sea Life,1,2021-08-02,Brunswick Provider,45.06,-65.45,Scots Bay,4.8,27.94,249
Sea Life,1,2021-08-02,Brunswick Provider,45.06,-65.45,Scots Bay,16.2,27.94,202
Sea Life,1,2021-08-02,Brunswick Provider,45.06,-65.45,Scots Bay,15.4,25.4,196
Sea Life,1,2021-08-02,Lady Melissa,45.07,-65.03,Scots Bay,8.8,27.94,245
Sea Life,1,2021-08-02,Lady Melissa,45.07,-65.03,Scots Bay,12.8,27.94,207
Sea Life,1,2021-08-02,Lady Melissa,45.07,-65.03,Scots Bay,14.6,27.94,231
Sea Life,1,2021-08-02,Lady Melissa,45.07,-65.03,Scots Bay,13.6,27.94,224
Sea Life,1,2021-08-03,Sealife II,45.08,-65.01,Scots Bay,16,27.94,250
Sea Life,1,2021-08-03,Sealife II,45.08,-65.01,Scots Bay,15.6,27.94,225
Sea Life,1,2021-08-03,Sealife II,45.08,-65.01,Scots Bay,17.4,27.94,213
Sea Life,1,2021-08-03,Sealife II,45.08,-65.01,Scots Bay,13.2,27.94,208
Sea Life,1,2021-08-03,Lady Janice,45.07,-65.02,Scots Bay,13.2,27.94,227
Sea Life,1,2021-08-03,Lady Janice,45.07,-65.02,Scots Bay,9.6,27.94,215
Sea Life,1,2021-08-03,Lady Janice,45.07,-65.02,Scots Bay,17.8,27.94,235
Sea Life,1,2021-08-03,Lady Janice,45.07,-65.02,Scots Bay,18.6,27.94,221
Sea Life,1,2021-08-03,Lady Melissa,45.08,-65.01,Scots Bay,16,25.4,186
Sea Life,1,2021-08-03,Lady Melissa,45.08,-65.01,Scots Bay,15.2,27.94,213
Sea Life,1,2021-08-03,Lady Melissa,45.08,-65.01,Scots Bay,7.8,27.94,187
Sea Life,1,2021-08-03,Lady Melissa,45.08,-65.01,Scots Bay,5,27.94,227
Sea Life,1,2021-08-03,Sealife II,45.08,-65.01,Scots Bay,13.2,22.86,119
Sea Life,1,2021-08-03,Sealife II,45.08,-65.01,Scots Bay,13.2,22.86,102
Sea Life,1,2021-08-03,Sealife II,45.08,-65.01,Scots Bay,11.2,22.86,100
Sea Life,1,2021-08-03,Sealife II,45.08,-65.01,Scots Bay,11.2,22.86,107
Sea Life,1,2021-08-03,Sealife II,45.08,-65.01,Scots Bay,13.6,22.86,112
Sea Life,1,2021-08-03,Sealife II,45.08,-65.01,Scots Bay,13.6,22.86,110
Sea Life,1,2021-08-03,Sealife II,45.08,-65.01,Scots Bay,11.8,22.86,93
Sea Life,1,2021-08-03,Sealife II,45.08,-65.01,Scots Bay,11.8,22.86,91
Sea Life,1,2021-08-03,Lady Janice,45.07,-65.02,Scots Bay,9.4,22.86,117
Sea Life,1,2021-08-03,Lady Janice,45.07,-65.02,Scots Bay,9.4,22.86,107
Sea Life,1,2021-08-03,Lady Janice,45.07,-65.02,Scots Bay,14.2,22.86,110
Sea Life,1,2021-08-03,Lady Janice,45.07,-65.02,Scots Bay,14.2,22.86,118
Sea Life,1,2021-08-03,Lady Janice,45.07,-65.02,Scots Bay,6,22.86,108
Sea Life,1,2021-08-03,Lady Janice,45.07,-65.02,Scots Bay,6,22.86,105
Sea Life,1,2021-08-03,Lady Janice,45.07,-65.02,Scots Bay,13.4,22.86,112
Sea Life,1,2021-08-03,Lady Janice,45.07,-65.02,Scots Bay,13.4,22.86,109
Sea Life,1,2021-08-04,Sealife II,45.06,-65.04,Scots Bay,6.4,27.94,172
Sea Life,1,2021-08-04,Sealife II,45.06,-65.04,Scots Bay,10.6,27.94,222
Sea Life,1,2021-08-04,Sealife II,45.06,-65.04,Scots Bay,15,27.94,253
Sea Life,1,2021-08-04,Sealife II,45.06,-65.04,Scots Bay,13.6,27.94,211
Sea Life,1,2021-08-10,Sealife II,44.19,-66.23,Long Island,8.8,20.32,73
Sea Life,1,2021-08-10,Sealife II,44.19,-66.23,Long Island,8.8,20.32,60
Sea Life,1,2021-08-10,Sealife II,44.19,-66.23,Long Island,8.8,20.32,55
Sea Life,1,2021-08-10,Sealife II,44.19,-66.23,Long Island,8.6,22.86,79
Sea Life,1,2021-08-10,Sealife II,44.19,-66.23,Long Island,8.6,22.86,68
Sea Life,1,2021-08-10,Sealife II,44.19,-66.23,Long Island,8.6,22.86,65
Sea Life,1,2021-08-10,Sealife II,44.19,-66.23,Long Island,10.4,20.32,54
Sea Life,1,2021-08-10,Sealife II,44.19,-66.23,Long Island,10.4,20.32,52
Sea Life,1,2021-08-10,Sealife II,44.19,-66.23,Long Island,10.4,20.32,50
Sea Life,1,2021-08-10,Sealife II,44.19,-66.23,Long Island,10.2,20.32,56
Sea Life,1,2021-08-10,Sealife II,44.19,-66.23,Long Island,10.2,20.32,53
Sea Life,1,2021-08-10,Sealife II,44.19,-66.23,Long Island,10.2,20.32,55
Sea Life,1,2021-08-12,Sealife II,44.16,-67.01,Grand Manan,9.4,22.86,65
Sea Life,1,2021-08-12,Sealife II,44.16,-67.01,Grand Manan,9.4,22.86,63
Sea Life,1,2021-08-12,Sealife II,44.16,-67.01,Grand Manan,7.6,20.32,53
Sea Life,1,2021-08-12,Sealife II,44.16,-67.01,Grand Manan,7.6,20.32,54
Sea Life,1,2021-08-12,Sealife II,44.16,-67.01,Grand Manan,9.8,22.86,70
Sea Life,1,2021-08-12,Sealife II,44.16,-67.01,Grand Manan,9.8,22.86,69
Sea Life,1,2021-08-12,Sealife II,44.16,-67.01,Grand Manan,11.2,22.86,80
Sea Life,1,2021-08-12,Sealife II,44.16,-67.01,Grand Manan,11.2,22.86,76
Sea Life,1,2021-08-12,Lady Melissa,44.16,-66.59,Grand Manan,10.2,22.86,59
Sea Life,1,2021-08-12,Lady Melissa,44.16,-66.59,Grand Manan,10.2,22.86,63
Sea Life,1,2021-08-12,Lady Melissa,44.16,-66.59,Grand Manan,7.6,22.86,65
Sea Life,1,2021-08-12,Lady Melissa,44.16,-66.59,Grand Manan,7.6,22.86,65
Sea Life,1,2021-08-12,Lady Melissa,44.16,-66.59,Grand Manan,8.6,21.59,65
Sea Life,1,2021-08-12,Lady Melissa,44.16,-66.59,Grand Manan,8.6,21.59,51
Sea Life,1,2021-08-12,Lady Melissa,44.16,-66.59,Grand Manan,9.8,21.59,57
Sea Life,1,2021-08-12,Lady Melissa,44.16,-66.59,Grand Manan,9.8,21.59,55
Sea Life,1,2021-08-17,Lady Melissa,45.08,-65.04,Scots Bay,9.2,22.86,109
Sea Life,1,2021-08-17,Lady Melissa,45.08,-65.04,Scots Bay,9.2,22.86,108
Sea Life,1,2021-08-17,Lady Melissa,45.08,-65.04,Scots Bay,6.2,25.4,134
Sea Life,1,2021-08-17,Lady Melissa,45.08,-65.04,Scots Bay,6.2,25.4,127
Sea Life,1,2021-08-17,Lady Melissa,45.08,-65.04,Scots Bay,15,25.4,131
Sea Life,1,2021-08-17,Lady Melissa,45.08,-65.04,Scots Bay,15,25.4,129
Sea Life,1,2021-08-17,Lady Melissa,45.08,-65.04,Scots Bay,5.8,22.86,110
Sea Life,1,2021-08-17,Lady Melissa,45.08,-65.04,Scots Bay,5.8,22.86,108
Sea Life,1,2021-08-17,Lady Janice,45.07,-65.03,Scots Bay,10.4,22.86,122
Sea Life,1,2021-08-17,Lady Janice,45.07,-65.03,Scots Bay,10.4,22.86,121
Sea Life,1,2021-08-17,Lady Janice,45.07,-65.03,Scots Bay,8.2,22.86,113
Sea Life,1,2021-08-17,Lady Janice,45.07,-65.03,Scots Bay,8.2,22.86,109
Sea Life,1,2021-08-17,Lady Janice,45.07,-65.03,Scots Bay,10,22.86,111
Sea Life,1,2021-08-17,Lady Janice,45.07,-65.03,Scots Bay,10,22.86,98
Sea Life,1,2021-08-17,Lady Janice,45.07,-65.03,Scots Bay,9.4,22.86,121
Sea Life,1,2021-08-17,Lady Janice,45.07,-65.03,Scots Bay,9.4,22.86,123
Sea Life,1,2021-08-17,Lady Melissa,45.08,-65.04,Scots Bay,9.4,27.94,206
Sea Life,1,2021-08-17,Lady Melissa,45.08,-65.04,Scots Bay,5.2,27.94,215
Sea Life,1,2021-08-17,Lady Melissa,45.08,-65.04,Scots Bay,9,27.94,230
Sea Life,1,2021-08-17,Lady Melissa,45.08,-65.04,Scots Bay,12.2,27.94,197
Sea Life,1,2021-08-17,Sealife II,45.08,-65.03,Scots Bay,10.6,27.94,212
Sea Life,1,2021-08-17,Sealife II,45.08,-65.03,Scots Bay,9,27.94,209
Sea Life,1,2021-08-17,Sealife II,45.08,-65.03,Scots Bay,10.6,27.94,232
Sea Life,1,2021-08-17,Sealife II,45.08,-65.03,Scots Bay,7,27.94,212
Sea Life,1,2021-08-17,Lady Janice,45.07,-65.03,Scots Bay,11,27.94,213
Sea Life,1,2021-08-17,Lady Janice,45.07,-65.03,Scots Bay,12.2,30.48,250
Sea Life,1,2021-08-17,Lady Janice,45.07,-65.03,Scots Bay,11,27.94,205
Sea Life,1,2021-08-17,Lady Janice,45.07,-65.03,Scots Bay,9.8,27.94,237
Sea Life,1,2021-08-18,Lady Melissa,45.07,-65.03,Scots Bay,6,25.4,151
Sea Life,1,2021-08-18,Lady Melissa,45.07,-65.03,Scots Bay,6,25.4,163
Sea Life,1,2021-08-18,Lady Melissa,45.07,-65.03,Scots Bay,12.6,22.86,134
Sea Life,1,2021-08-18,Lady Melissa,45.07,-65.03,Scots Bay,12.6,22.86,134
Sea Life,1,2021-08-18,Lady Melissa,45.07,-65.03,Scots Bay,12.6,22.86,112
Sea Life,1,2021-08-18,Lady Melissa,45.07,-65.03,Scots Bay,12.6,22.86,102
Sea Life,1,2021-08-18,Lady Melissa,45.07,-65.03,Scots Bay,10.6,22.86,114
Sea Life,1,2021-08-18,Lady Melissa,45.07,-65.03,Scots Bay,10.6,22.86,114
Sea Life,1,2021-08-18,Lady Janice,45.08,-65.01,Scots Bay,9,25.4,150
